"id","original_id","name","type_base","media_id","dillution","replicates","confirmation","confirmation_type","confirmation_script","confirmation_support","type","meta_assays","max_count","min_count","script","custom_fields","duration","start_from","active","hide_report","show_conf_table","confirmation_init","confirmation_depth","uses_indicator","uses_trip_indicator","article_code","billable"
"838","140","Salmonella spp. | PCR (G) - water - Bio-Rad","5","[]","0","0","1","0","[{""chainId"":1,""mediaId"":""77"",""disposition"":""+""},{""chainId"":2,""mediaId"":""121"",""disposition"":""+""},{""chainId"":3,""mediaId"":""47"",""disposition"":""+""},{""chainId"":4,""mediaId"":""48"",""disposition"":""+""},{""chainId"":5,""mediaId"":""49"",""disposition"":""+""},{""chainId"":6,""mediaId"":""50"",""disposition"":""-""},{""chainId"":7,""mediaId"":""51"",""disposition"":""-""},{""chainId"":8,""mediaId"":""52"",""disposition"":""+""},{""chainId"":9,""mediaId"":""132"",""disposition"":""+""}]","[{""chainId"":1,""mediaId"":""96""}]","2","","1","0","$analyseIsPCR=True
file:maz7218grens","{""accred"":"""",""techniek"":""Real-Time PCR"",""internrefnummer"":""MIC01-MAZ009"",""conform"":""Gelijkwaardig aan"",""referentiemethode"":""ISO 6579-1"",""raportnaam"":""Salmonella spp."",""temp"":""37"",""resultin"":""25 ml."",""raportnaamEng"":""Salmonella spp."",""techniekEng"":""Real-Time PCR"",""conformEng"":""Equivalent to"",""resultinEng"":""25 ml."",""korteNaamEtiket_platen"":""SA-PCR"",""Analysenaam_Etiket_zakken"":""Salmonella - PCR - Bio-Rad"",""Medianaam_Etiket_zakken"":""BPW"",""Ophoping_incubatietijd_Etiket_zakken"":""1 dag"",""water_type"":"""",""matrix_type"":"""",""used_leg_media"":"""",""leg_procedure"":""""}","2","i","0","0","10","1","1","1","1","","1"
"839","46","Salmonella spp. | PCR (QG) - Bio-Rad","5","[]","0","0","1","0","[{""chainId"":1,""mediaId"":""77"",""disposition"":""+""},{""chainId"":2,""mediaId"":""121"",""disposition"":""+""},{""chainId"":3,""mediaId"":""47"",""disposition"":""+""},{""chainId"":4,""mediaId"":""48"",""disposition"":""+""},{""chainId"":5,""mediaId"":""49"",""disposition"":""+""},{""chainId"":6,""mediaId"":""50"",""disposition"":""-""},{""chainId"":7,""mediaId"":""51"",""disposition"":""-""},{""chainId"":8,""mediaId"":""52"",""disposition"":""+""},{""chainId"":9,""mediaId"":""132"",""disposition"":""+""}]","[{""chainId"":1,""mediaId"":""96""}]","2","","1","0","$analyseIsPCR=True
file:maz7218grens","{""accred"":""Q"",""techniek"":""Real-Time PCR"",""internrefnummer"":""MIC01-MAZ009"",""conform"":""Gelijkwaardig aan"",""referentiemethode"":""ISO 6579-1"",""raportnaam"":""Salmonella spp."",""temp"":""37"",""resultin"":""25 gram"",""raportnaamEng"":""Salmonella spp."",""techniekEng"":""Real-Time PCR"",""conformEng"":""Equivalent to"",""resultinEng"":""25 grams"",""korteNaamEtiket_platen"":""SA-PCR"",""Analysenaam_Etiket_zakken"":""Salmonella 25 gram - PCR - Bio-Rad"",""Medianaam_Etiket_zakken"":""BPW"",""Ophoping_incubatietijd_Etiket_zakken"":""1 dag"",""water_type"":"""",""matrix_type"":"""",""used_leg_media"":"""",""leg_procedure"":""""}","2","i","0","0","10","1","1","1","1","","1"
"840","97","Salmonella spp. | PCR (QG) - pool 10 - Bio-Rad","5","[]","0","0","1","0","[{""chainId"":1,""mediaId"":""77"",""disposition"":""+""},{""chainId"":2,""mediaId"":""121"",""disposition"":""+""},{""chainId"":3,""mediaId"":""47"",""disposition"":""+""},{""chainId"":4,""mediaId"":""48"",""disposition"":""+""},{""chainId"":5,""mediaId"":""49"",""disposition"":""+""},{""chainId"":6,""mediaId"":""50"",""disposition"":""-""},{""chainId"":7,""mediaId"":""51"",""disposition"":""-""},{""chainId"":8,""mediaId"":""52"",""disposition"":""+""},{""chainId"":9,""mediaId"":""132"",""disposition"":""+""}]","[{""chainId"":1,""mediaId"":""96""}]","2","","1","0","$analyseIsPCR=True
file:maz7218grens","{""accred"":""Q"",""techniek"":""Real-Time PCR"",""internrefnummer"":""MIC01-MAZ009"",""conform"":""Gelijkwaardig aan"",""referentiemethode"":""ISO 6579-1"",""raportnaam"":""Salmonella spp."",""temp"":""37"",""resultin"":""10 x 25 gram"",""raportnaamEng"":""Salmonella spp."",""techniekEng"":""Real-Time PCR"",""conformEng"":""Equivalent to"",""resultinEng"":""10 x 25 grams"",""korteNaamEtiket_platen"":""SA-PCR"",""Analysenaam_Etiket_zakken"":""Salmonella - PCR - pool 10 - Bio-Rad"",""Medianaam_Etiket_zakken"":""BPW"",""Ophoping_incubatietijd_Etiket_zakken"":""1 dag"",""water_type"":"""",""matrix_type"":"""",""used_leg_media"":"""",""leg_procedure"":""""}","2","i","0","0","10","1","1","1","1","","1"
"841","691","Salmonella spp. | PCR (QG) - pool 4 - Bio-Rad","5","[]","0","0","1","0","[{""chainId"":1,""mediaId"":""77"",""disposition"":""+""},{""chainId"":2,""mediaId"":""121"",""disposition"":""+""},{""chainId"":3,""mediaId"":""47"",""disposition"":""+""},{""chainId"":4,""mediaId"":""48"",""disposition"":""+""},{""chainId"":5,""mediaId"":""49"",""disposition"":""+""},{""chainId"":6,""mediaId"":""50"",""disposition"":""-""},{""chainId"":7,""mediaId"":""51"",""disposition"":""-""},{""chainId"":8,""mediaId"":""52"",""disposition"":""+""},{""chainId"":9,""mediaId"":""132"",""disposition"":""+""}]","[{""chainId"":1,""mediaId"":""96""}]","2","","1","0","$analyseIsPCR=True
file:maz7218grens","{""accred"":""Q"",""techniek"":""Real-Time PCR"",""internrefnummer"":""MIC01-MAZ009"",""conform"":""Gelijkwaardig aan"",""referentiemethode"":""ISO 6579-1"",""raportnaam"":""Salmonella spp."",""temp"":""37"",""resultin"":""4 x 25 gram"",""raportnaamEng"":""Salmonella spp."",""techniekEng"":""Real-Time PCR"",""conformEng"":""Equivalent to"",""resultinEng"":""4 x 25 grams"",""korteNaamEtiket_platen"":""SA-PCR"",""Analysenaam_Etiket_zakken"":""Salmonella - PCR - pool 4 - Bio-Rad"",""Medianaam_Etiket_zakken"":""BPW"",""Ophoping_incubatietijd_Etiket_zakken"":""1 dag"",""water_type"":"""",""matrix_type"":"""",""used_leg_media"":"""",""leg_procedure"":""""}","2","i","0","0","10","1","1","1","1","","1"
"842","98","Salmonella spp. | PCR (QG) - pool 5 - Bio-Rad","5","[]","0","0","1","0","[{""chainId"":1,""mediaId"":""77"",""disposition"":""+""},{""chainId"":2,""mediaId"":""121"",""disposition"":""+""},{""chainId"":3,""mediaId"":""47"",""disposition"":""+""},{""chainId"":4,""mediaId"":""48"",""disposition"":""+""},{""chainId"":5,""mediaId"":""49"",""disposition"":""+""},{""chainId"":6,""mediaId"":""50"",""disposition"":""-""},{""chainId"":7,""mediaId"":""51"",""disposition"":""-""},{""chainId"":8,""mediaId"":""52"",""disposition"":""+""},{""chainId"":9,""mediaId"":""132"",""disposition"":""+""}]","[{""chainId"":1,""mediaId"":""96""}]","2","","1","0","$analyseIsPCR=True
file:maz7218grens","{""accred"":""Q"",""techniek"":""Real-Time PCR"",""internrefnummer"":""MIC01-MAZ009"",""conform"":""Gelijkwaardig aan"",""referentiemethode"":""ISO 6579-1"",""raportnaam"":""Salmonella spp."",""temp"":""37"",""resultin"":""5 x 25 gram"",""raportnaamEng"":""Salmonella spp."",""techniekEng"":""Real-Time PCR"",""conformEng"":""Equivalent to"",""resultinEng"":""5 x 25 grams"",""korteNaamEtiket_platen"":""SA-PCR"",""Analysenaam_Etiket_zakken"":""Salmonella - PCR - pool 5 - Bio-Rad"",""Medianaam_Etiket_zakken"":""BPW"",""Ophoping_incubatietijd_Etiket_zakken"":""1 dag"",""water_type"":"""",""matrix_type"":"""",""used_leg_media"":"""",""leg_procedure"":""""}","2","i","0","0","10","1","1","1","1","","1"
"843","587","Salmonella spp. | PCR (QG) - pool 6 - Bio-Rad","5","[]","0","0","1","0","[{""chainId"":1,""mediaId"":""77"",""disposition"":""+""},{""chainId"":2,""mediaId"":""121"",""disposition"":""+""},{""chainId"":3,""mediaId"":""47"",""disposition"":""+""},{""chainId"":4,""mediaId"":""48"",""disposition"":""+""},{""chainId"":5,""mediaId"":""49"",""disposition"":""+""},{""chainId"":6,""mediaId"":""50"",""disposition"":""-""},{""chainId"":7,""mediaId"":""51"",""disposition"":""-""},{""chainId"":8,""mediaId"":""52"",""disposition"":""+""},{""chainId"":9,""mediaId"":""132"",""disposition"":""+""}]","[{""chainId"":1,""mediaId"":""96""}]","2","","1","0","$analyseIsPCR=True
file:maz7218grens","{""accred"":""Q"",""techniek"":""Real-Time PCR"",""internrefnummer"":""MIC01-MAZ009"",""conform"":""Gelijkwaardig aan"",""referentiemethode"":""ISO 6579-1"",""raportnaam"":""Salmonella spp."",""temp"":""37"",""resultin"":""6 x 25 gram"",""raportnaamEng"":""Salmonella spp."",""techniekEng"":""Real-Time PCR"",""conformEng"":""Equivalent to"",""resultinEng"":""6 x 25 grams"",""korteNaamEtiket_platen"":""SA-PCR"",""Analysenaam_Etiket_zakken"":""Salmonella - PCR - pool 6 - Bio-Rad"",""Medianaam_Etiket_zakken"":""BPW"",""Ophoping_incubatietijd_Etiket_zakken"":""1 dag"",""water_type"":"""",""matrix_type"":"""",""used_leg_media"":"""",""leg_procedure"":""""}","2","i","0","0","10","1","1","1","1","","1"
"844","134","Salmonella spp. | PCR (QG) - proceswater - Bio-Rad","5","[]","0","0","1","0","[{""chainId"":1,""mediaId"":""77"",""disposition"":""+""},{""chainId"":2,""mediaId"":""121"",""disposition"":""+""},{""chainId"":3,""mediaId"":""47"",""disposition"":""+""},{""chainId"":4,""mediaId"":""48"",""disposition"":""+""},{""chainId"":5,""mediaId"":""49"",""disposition"":""+""},{""chainId"":6,""mediaId"":""50"",""disposition"":""-""},{""chainId"":7,""mediaId"":""51"",""disposition"":""-""},{""chainId"":8,""mediaId"":""52"",""disposition"":""+""},{""chainId"":9,""mediaId"":""132"",""disposition"":""+""}]","[{""chainId"":1,""mediaId"":""96""}]","2","","1","0","$analyseIsPCR=True
file:maz7218grens","{""accred"":""Q"",""techniek"":""Real-Time PCR"",""internrefnummer"":""MIC01-MAZ009"",""conform"":""Gelijkwaardig aan"",""referentiemethode"":""ISO 6579-1"",""raportnaam"":""Salmonella spp."",""temp"":""37"",""resultin"":""25 ml."",""raportnaamEng"":""Salmonella spp."",""techniekEng"":""Real-Time PCR"",""conformEng"":""Equivalent to"",""resultinEng"":""25 ml."",""korteNaamEtiket_platen"":""SA-PCR"",""Analysenaam_Etiket_zakken"":""Salmonella - PCR - Bio-Rad"",""Medianaam_Etiket_zakken"":""BPW"",""Ophoping_incubatietijd_Etiket_zakken"":""1 dag"",""water_type"":"""",""matrix_type"":"""",""used_leg_media"":"""",""leg_procedure"":""""}","2","i","0","0","10","1","1","1","1","","1"
"845","138","Salmonella spp. | PCR (QG) - swab - Bio-Rad","5","[]","0","0","1","0","[{""chainId"":1,""mediaId"":""77"",""disposition"":""+""},{""chainId"":2,""mediaId"":""121"",""disposition"":""+""},{""chainId"":3,""mediaId"":""47"",""disposition"":""+""},{""chainId"":4,""mediaId"":""48"",""disposition"":""+""},{""chainId"":5,""mediaId"":""49"",""disposition"":""+""},{""chainId"":6,""mediaId"":""50"",""disposition"":""-""},{""chainId"":7,""mediaId"":""51"",""disposition"":""-""},{""chainId"":8,""mediaId"":""52"",""disposition"":""+""},{""chainId"":9,""mediaId"":""132"",""disposition"":""+""}]","[{""chainId"":1,""mediaId"":""96""}]","2","","1","0","$analyseIsPCR=True
file:maz7218grens","{""accred"":""Q"",""techniek"":""Real-Time PCR"",""internrefnummer"":""MIC01-MAZ009"",""conform"":""Gelijkwaardig aan"",""referentiemethode"":""ISO 6579-1"",""raportnaam"":""Salmonella spp."",""temp"":""37"",""resultin"":""Swab"",""raportnaamEng"":""Salmonella spp."",""techniekEng"":""Real-Time PCR"",""conformEng"":""Equivalent to"",""resultinEng"":""Swab"",""korteNaamEtiket_platen"":""SA-PCR"",""Analysenaam_Etiket_zakken"":""Salmonella - swab - PCR - Bio-Rad"",""Medianaam_Etiket_zakken"":""BPW"",""Ophoping_incubatietijd_Etiket_zakken"":""1 dag"",""water_type"":"""",""matrix_type"":"""",""used_leg_media"":"""",""leg_procedure"":""""}","2","i","0","0","10","1","1","1","1","","1"
"846","85","Salmonella spp. | PCR (QG) - swab karkas - Bio-Rad","5","[]","0","0","1","0","[{""chainId"":1,""mediaId"":""77"",""disposition"":""+""},{""chainId"":2,""mediaId"":""121"",""disposition"":""+""},{""chainId"":3,""mediaId"":""47"",""disposition"":""+""},{""chainId"":4,""mediaId"":""48"",""disposition"":""+""},{""chainId"":5,""mediaId"":""49"",""disposition"":""+""},{""chainId"":6,""mediaId"":""50"",""disposition"":""-""},{""chainId"":7,""mediaId"":""51"",""disposition"":""-""},{""chainId"":8,""mediaId"":""52"",""disposition"":""+""},{""chainId"":9,""mediaId"":""132"",""disposition"":""+""}]","[{""chainId"":1,""mediaId"":""96""}]","2","","1","0","$analyseIsPCR=True
file:maz7218grens","{""accred"":""Q"",""techniek"":""Real-Time PCR"",""internrefnummer"":""MIC01-MAZ009"",""conform"":""Gelijkwaardig aan"",""referentiemethode"":""ISO 6579-1"",""raportnaam"":""Salmonella spp."",""temp"":""37"",""resultin"":""400 cm2"",""raportnaamEng"":""Salmonella spp."",""techniekEng"":""Real-Time PCR"",""conformEng"":""Equivalent to"",""resultinEng"":""400 cm2"",""korteNaamEtiket_platen"":""SA-PCR"",""Analysenaam_Etiket_zakken"":""Salmonella - PCR - Bio-Rad"",""Medianaam_Etiket_zakken"":""BPW"",""Ophoping_incubatietijd_Etiket_zakken"":""1 dag"",""water_type"":"""",""matrix_type"":"""",""used_leg_media"":"""",""leg_procedure"":""""}","2","i","0","0","10","1","1","1","1","","1"
"847","847","Salmonella spp. | PCR (QC) - kaas - Bio-Rad","5","[]","0","0","0","1","",NA,"2","","0","0","","[]","","r","0","0",NA,"0","5","1","1","","1"
"848","847","Salmonella spp. | PCR (QC) - kaas - Bio-Rad","5","[]","0","0","1","0","[{""chainId"":1,""mediaId"":""77"",""disposition"":""+""},{""chainId"":2,""mediaId"":""121"",""disposition"":""+""},{""chainId"":3,""mediaId"":""47"",""disposition"":""+""},{""chainId"":4,""mediaId"":""48"",""disposition"":""+""},{""chainId"":5,""mediaId"":""49"",""disposition"":""+""},{""chainId"":6,""mediaId"":""50"",""disposition"":""-""},{""chainId"":7,""mediaId"":""51"",""disposition"":""-""},{""chainId"":8,""mediaId"":""52"",""disposition"":""+""},{""chainId"":9,""mediaId"":""132"",""disposition"":""+""}]","[{""chainId"":1,""mediaId"":""96""}]","2","","1","0","$analyseIsPCR=True
file:maz7218grens","{""accred"":""Q"",""techniek"":""Real-Time PCR"",""internrefnummer"":""MIC01-MAZ009"",""conform"":""Gelijkwaardig aan"",""referentiemethode"":""ISO 6579-1"",""raportnaam"":""Salmonella spp."",""temp"":""37"",""resultin"":""25 gram"",""raportnaamEng"":""Salmonella spp."",""techniekEng"":""Real-Time PCR"",""conformEng"":""Equivalent to"",""resultinEng"":""25 grams"",""korteNaamEtiket_platen"":"""",""Analysenaam_Etiket_zakken"":""Salmonella 25 gram - PCR - Bio-Rad"",""Medianaam_Etiket_zakken"":""BPW"",""Ophoping_incubatietijd_Etiket_zakken"":""1 dag"",""water_type"":"""",""matrix_type"":"""",""used_leg_media"":"""",""leg_procedure"":""""}","2","i","0","0","10","1","1","1","1","","1"
"849","793","Listeria monocytogenes | PCR (QG) - PALL","5","[""71"",""102"",""90"",""135""]","0","0","1","0","[{""chainId"":1,""mediaId"":""156"",""disposition"":""?""},{""chainId"":2,""mediaId"":""157"",""disposition"":""?""},{""chainId"":3,""mediaId"":""122"",""disposition"":""+""},{""chainId"":4,""mediaId"":""40"",""disposition"":""+""},{""chainId"":5,""mediaId"":""44"",""disposition"":""+""},{""chainId"":6,""mediaId"":""43"",""disposition"":""+""},{""chainId"":7,""mediaId"":""45"",""disposition"":""+""},{""chainId"":8,""mediaId"":""46"",""disposition"":""-""}]","[]","2","","1","0","$analyseIsPCR=True
file:maz7218grens","{""accred"":""Q"",""techniek"":""Real-Time PCR"",""internrefnummer"":""MIC01-MAZ014"",""conform"":""Gelijkwaardig aan"",""referentiemethode"":""ISO 11290-1"",""raportnaam"":""Listeria monocytogenes"",""temp"":""37"",""resultin"":""25 gram"",""raportnaamEng"":""Listeria monocytogenes"",""techniekEng"":""Real-Time PCR"",""conformEng"":""Equivalent to"",""resultinEng"":""25 grams"",""korteNaamEtiket_platen"":"""",""Analysenaam_Etiket_zakken"":""LM - PALL"",""Medianaam_Etiket_zakken"":""Fraser HALF"",""Ophoping_incubatietijd_Etiket_zakken"":""1 dag"",""water_type"":"""",""matrix_type"":"""",""used_leg_media"":"""",""leg_procedure"":""""}","2","i","0","0","8","1","1","1","1","","1"
"850","798","Listeria monocytogenes | PCR (QG) - swab - PALL","5","[""71"",""102"",""90"",""135""]","0","0","1","0","[{""chainId"":1,""mediaId"":""156"",""disposition"":""?""},{""chainId"":2,""mediaId"":""157"",""disposition"":""?""},{""chainId"":3,""mediaId"":""122"",""disposition"":""+""},{""chainId"":4,""mediaId"":""40"",""disposition"":""+""},{""chainId"":5,""mediaId"":""44"",""disposition"":""+""},{""chainId"":6,""mediaId"":""43"",""disposition"":""+""},{""chainId"":7,""mediaId"":""45"",""disposition"":""+""},{""chainId"":8,""mediaId"":""46"",""disposition"":""-""}]","[]","2","","1","0","$analyseIsPCR=True
file:maz7218grens","{""accred"":""Q"",""techniek"":""Real-Time PCR"",""internrefnummer"":""MIC01-MAZ014"",""conform"":""Gelijkwaardig aan"",""referentiemethode"":""ISO 11290-1"",""raportnaam"":""Listeria monocytogenes"",""temp"":""37"",""resultin"":""Swab"",""raportnaamEng"":""Listeria monocytogenes"",""techniekEng"":""Real-Time PCR"",""conformEng"":""Equivalent to"",""resultinEng"":""Swab"",""korteNaamEtiket_platen"":"""",""Analysenaam_Etiket_zakken"":""LM - swab - PALL"",""Medianaam_Etiket_zakken"":""Fraser HALF"",""Ophoping_incubatietijd_Etiket_zakken"":""1 dag"",""water_type"":"""",""matrix_type"":"""",""used_leg_media"":"""",""leg_procedure"":""""}","2","i","0","0","8","1","1","1","1","","1"
"851","800","Salmonella spp. | PCR - 50 gram (QG) - PALL","5","[""90"",""102"",""135""]","0","0","1","0","[{""chainId"":1,""mediaId"":""154"",""disposition"":""?""},{""chainId"":2,""mediaId"":""155"",""disposition"":""?""},{""chainId"":3,""mediaId"":""122"",""disposition"":""+""},{""chainId"":4,""mediaId"":""120"",""disposition"":""?""},{""chainId"":5,""mediaId"":""121"",""disposition"":""?""},{""chainId"":6,""mediaId"":""122"",""disposition"":""+""},{""chainId"":7,""mediaId"":""47"",""disposition"":""+""},{""chainId"":8,""mediaId"":""48"",""disposition"":""+""},{""chainId"":9,""mediaId"":""49"",""disposition"":""+""},{""chainId"":10,""mediaId"":""50"",""disposition"":""-""},{""chainId"":11,""mediaId"":""51"",""disposition"":""-""},{""chainId"":12,""mediaId"":""52"",""disposition"":""+""},{""chainId"":13,""mediaId"":""132"",""disposition"":""+""}]","[{""chainId"":1,""mediaId"":""96""}]","2","","1","0","$analyseIsPCR=True
file:maz7218grens","{""accred"":""Q"",""techniek"":""Real-Time PCR"",""internrefnummer"":""MIC01-MAZ009"",""conform"":""Gelijkwaardig aan"",""referentiemethode"":""ISO 6579-1"",""raportnaam"":""Salmonella spp."",""temp"":""37"",""resultin"":""50 gram"",""raportnaamEng"":""Salmonella spp."",""techniekEng"":""Real-Time PCR"",""conformEng"":""Equivalent to"",""resultinEng"":""50 grams"",""korteNaamEtiket_platen"":"""",""Analysenaam_Etiket_zakken"":""SALM - 50 gr. - PALL"",""Medianaam_Etiket_zakken"":""BPW"",""Ophoping_incubatietijd_Etiket_zakken"":""1 dag"",""water_type"":"""",""matrix_type"":"""",""used_leg_media"":"""",""leg_procedure"":""""}","2","i","0","0","10","1","1","1","1","","1"
"852","803","Salmonella spp. | PCR (QG) - PALL","5","[""90"",""102"",""135""]","0","0","1","0","[{""chainId"":1,""mediaId"":""154"",""disposition"":""?""},{""chainId"":2,""mediaId"":""155"",""disposition"":""?""},{""chainId"":3,""mediaId"":""122"",""disposition"":""+""},{""chainId"":4,""mediaId"":""120"",""disposition"":""?""},{""chainId"":5,""mediaId"":""121"",""disposition"":""?""},{""chainId"":6,""mediaId"":""122"",""disposition"":""+""},{""chainId"":7,""mediaId"":""47"",""disposition"":""+""},{""chainId"":8,""mediaId"":""48"",""disposition"":""+""},{""chainId"":9,""mediaId"":""49"",""disposition"":""+""},{""chainId"":10,""mediaId"":""50"",""disposition"":""-""},{""chainId"":11,""mediaId"":""51"",""disposition"":""-""},{""chainId"":12,""mediaId"":""52"",""disposition"":""+""},{""chainId"":13,""mediaId"":""132"",""disposition"":""+""}]","[{""chainId"":1,""mediaId"":""96""}]","2","","1","0","$analyseIsPCR=True
file:maz7218grens","{""accred"":""Q"",""techniek"":""Real-Time PCR"",""internrefnummer"":""MIC01-MAZ009"",""conform"":""Gelijkwaardig aan"",""referentiemethode"":""ISO 6579-1"",""raportnaam"":""Salmonella spp."",""temp"":""37"",""resultin"":""25 gram"",""raportnaamEng"":""Salmonella spp."",""techniekEng"":""Real-Time PCR"",""conformEng"":""Equivalent to"",""resultinEng"":""25 grams"",""korteNaamEtiket_platen"":"""",""Analysenaam_Etiket_zakken"":""SALM - PALL"",""Medianaam_Etiket_zakken"":""BPW"",""Ophoping_incubatietijd_Etiket_zakken"":""1 dag"",""water_type"":"""",""matrix_type"":"""",""used_leg_media"":"""",""leg_procedure"":""""}","2","i","0","0","10","1","1","1","1","","1"
"853","805","Salmonella spp. | PCR (QG) - pool 10 - PALL","5","[""90"",""102"",""135""]","0","0","1","0","[{""chainId"":1,""mediaId"":""154"",""disposition"":""?""},{""chainId"":2,""mediaId"":""155"",""disposition"":""?""},{""chainId"":3,""mediaId"":""122"",""disposition"":""+""},{""chainId"":4,""mediaId"":""120"",""disposition"":""?""},{""chainId"":5,""mediaId"":""121"",""disposition"":""?""},{""chainId"":6,""mediaId"":""122"",""disposition"":""+""},{""chainId"":7,""mediaId"":""47"",""disposition"":""+""},{""chainId"":8,""mediaId"":""48"",""disposition"":""+""},{""chainId"":9,""mediaId"":""49"",""disposition"":""+""},{""chainId"":10,""mediaId"":""50"",""disposition"":""-""},{""chainId"":11,""mediaId"":""51"",""disposition"":""-""},{""chainId"":12,""mediaId"":""52"",""disposition"":""+""},{""chainId"":13,""mediaId"":""132"",""disposition"":""+""}]","[{""chainId"":1,""mediaId"":""96""}]","2","","1","0","$analyseIsPCR=True
file:maz7218grens","{""accred"":""Q"",""techniek"":""Real-Time PCR"",""internrefnummer"":""MIC01-MAZ009"",""conform"":""Gelijkwaardig aan"",""referentiemethode"":""ISO 6579-1"",""raportnaam"":""Salmonella spp."",""temp"":""37"",""resultin"":""10 x 25 gram"",""raportnaamEng"":""Salmonella spp."",""techniekEng"":""Real-Time PCR"",""conformEng"":""Equivalent to"",""resultinEng"":""10 x 25 grams"",""korteNaamEtiket_platen"":"""",""Analysenaam_Etiket_zakken"":""SALM- pool 10 - PALL"",""Medianaam_Etiket_zakken"":""BPW"",""Ophoping_incubatietijd_Etiket_zakken"":""1 dag"",""water_type"":"""",""matrix_type"":"""",""used_leg_media"":"""",""leg_procedure"":""""}","2","i","0","0","10","1","1","1","1","","1"
"854","807","Salmonella spp. | PCR (QG) - pool 4 - PALL","5","[""90"",""102"",""135""]","0","0","1","0","[{""chainId"":1,""mediaId"":""154"",""disposition"":""?""},{""chainId"":2,""mediaId"":""155"",""disposition"":""?""},{""chainId"":3,""mediaId"":""122"",""disposition"":""+""},{""chainId"":4,""mediaId"":""120"",""disposition"":""?""},{""chainId"":5,""mediaId"":""121"",""disposition"":""?""},{""chainId"":6,""mediaId"":""122"",""disposition"":""+""},{""chainId"":7,""mediaId"":""47"",""disposition"":""+""},{""chainId"":8,""mediaId"":""48"",""disposition"":""+""},{""chainId"":9,""mediaId"":""49"",""disposition"":""+""},{""chainId"":10,""mediaId"":""50"",""disposition"":""-""},{""chainId"":11,""mediaId"":""51"",""disposition"":""-""},{""chainId"":12,""mediaId"":""52"",""disposition"":""+""},{""chainId"":13,""mediaId"":""132"",""disposition"":""+""}]","[{""chainId"":1,""mediaId"":""96""}]","2","","1","0","$analyseIsPCR=True
file:maz7218grens","{""accred"":""Q"",""techniek"":""Real-Time PCR"",""internrefnummer"":""MIC01-MAZ009"",""conform"":""Gelijkwaardig aan"",""referentiemethode"":""ISO 6579-1"",""raportnaam"":""Salmonella spp."",""temp"":""37"",""resultin"":""4 x 25 gram"",""raportnaamEng"":""Salmonella spp."",""techniekEng"":""Real-Time PCR"",""conformEng"":""Equivalent to"",""resultinEng"":""4 x 25 grams"",""korteNaamEtiket_platen"":"""",""Analysenaam_Etiket_zakken"":""SALM - pool 4 - PALL"",""Medianaam_Etiket_zakken"":""BPW"",""Ophoping_incubatietijd_Etiket_zakken"":""1 dag"",""water_type"":"""",""matrix_type"":"""",""used_leg_media"":"""",""leg_procedure"":""""}","2","i","0","0","10","1","1","1","1","","1"
"855","809","Salmonella spp. | PCR (QG) - pool 5 - PALL","5","[""90"",""102"",""135""]","0","0","1","0","[{""chainId"":1,""mediaId"":""154"",""disposition"":""?""},{""chainId"":2,""mediaId"":""155"",""disposition"":""?""},{""chainId"":3,""mediaId"":""122"",""disposition"":""+""},{""chainId"":4,""mediaId"":""120"",""disposition"":""?""},{""chainId"":5,""mediaId"":""121"",""disposition"":""?""},{""chainId"":6,""mediaId"":""122"",""disposition"":""+""},{""chainId"":7,""mediaId"":""47"",""disposition"":""+""},{""chainId"":8,""mediaId"":""48"",""disposition"":""+""},{""chainId"":9,""mediaId"":""49"",""disposition"":""+""},{""chainId"":10,""mediaId"":""50"",""disposition"":""-""},{""chainId"":11,""mediaId"":""51"",""disposition"":""-""},{""chainId"":12,""mediaId"":""52"",""disposition"":""+""},{""chainId"":13,""mediaId"":""132"",""disposition"":""+""}]","[{""chainId"":1,""mediaId"":""96""}]","2","","1","0","$analyseIsPCR=True
file:maz7218grens","{""accred"":""Q"",""techniek"":""Real-Time PCR"",""internrefnummer"":""MIC01-MAZ009"",""conform"":""Gelijkwaardig aan"",""referentiemethode"":""ISO 6579-1"",""raportnaam"":""Salmonella spp."",""temp"":""37"",""resultin"":""5 x 25 gram"",""raportnaamEng"":""Salmonella spp."",""techniekEng"":""Real-Time PCR"",""conformEng"":""Equivalent to"",""resultinEng"":""5 x 25 grams"",""korteNaamEtiket_platen"":"""",""Analysenaam_Etiket_zakken"":""SALM - pool 5 - PALL"",""Medianaam_Etiket_zakken"":""BPW"",""Ophoping_incubatietijd_Etiket_zakken"":""1 dag"",""water_type"":"""",""matrix_type"":"""",""used_leg_media"":"""",""leg_procedure"":""""}","2","i","0","0","10","1","1","1","1","","1"
